symbol,id,issue_share,history,company_profile,icb_name3,icb_name2,icb_name4,financial_ratio_issue_share,charter_capital
VNM,76529,2089955445," - Nam 1976: Tien than cua cong ty la Cong ty Sua – Ca Phe Mien Nam, truc thuoc Tong Cuc thuc pham đuoc thanh lap;  - Nam 1978: Đoi ten thanh Xi nghiep lien hop Sua Cafe va Banh keo I;  - Nam 1989: Nha may sua bot Dielac đi vao hoat đong;  - Nam 1991: Cuoc “cach mang trang” khoi đau chuong trinh xay dung vung nguyen lieu sua tuoi. Lan đau tien gioi thieu san pham sua UHT va sua chua;  - Thang 3/1992: Xi Nghiep lien hiep Sua Cafe va Banh keo I chinh thuc đoi ten thanh Cong ty Sua Viet Nam;  - Nam 1994: Xay dung them mot nha may sua Ha Noi;  - Nam 2003: Xay them nha may sua Can Tho;  - Thang 11/2003: Cong ty chuyen sang hinh thuc co phan, chinh thuc đoi ten la Cong ty Co phan Sua Viet Nam (Vinamilk);  - Thang 04/2004: Mua nha may sua Sai Gon (Saigon milk), tang von đieu le len 1.590 ty đong;  - Ngay 19/01/2006: Co phieu cua Vinamilk chinh thuc giao dich tren HOSE;  - Thang 09/2010: La doanh nghiep đau tien cua Viet Nam lot vao danh sach 200 cong ty vua va nho tot nhat Chau A cua Forbes;  - Thang 06/2012: Nha may sua Đa Nang đi vao hoat đong;  - Ngay 21/10/2013: So Ke hoach va Đau tu tinh Thanh Hoa cap giay chung nhan đang ki kinh doanh cho cong ty TNHH Bo sua Thong Nhat, Thanh Hoa. Vinamilk nam giu 96,33% von đieu le;  - Nam 2014: Gop 51% von thanh lap Cong ty AngkorMilk tai thi truong Campuchia va gop 100% von thanh lap cong ty con Vinamilk Europe Spostkaz Ograniczona Odpowiedzialnoscia tai Ba Lan;  - Nam 2016: Tham gia gop 18% vao CTCP APIS nham mo rong va phat trien chuoi gia tri cac san pham cua Vinamilk va thanh lap Van phong đai dien Thai Lan;  - Nam 2017: Thanh lap Trung tam Sua tuoi nguyen lieu Cu Chi, đau tu vao nganh đuong voi viec nam 65% co phan cua Cong ty Co phan Đuong Viet Nam (tien than la Cong ty Co phan Đuong Khanh Hoa) va 25% gop von vao Cong ty Co phan Che Bien Dua A Chau;  - Ngay 12/10/2018: Tang von đieu le len 17.416.877.930.000 đong;  - Nam 2019: Đau tu nam giu 75% co phan cua Cong ty Co phan GTNFoods, qua đo tham gia đieu hanh Cong ty Co phan Sua Moc Chau;  - Ngay 26/10/2020: Tang von đieu le len 20.899.554.450.000 đong;","Cong ty Co phan Sua Viet Nam (VNM) co tien than la Cong ty Sua – Ca Phe Mien Nam, đuoc thanh lap vao nam 1976. Cong ty hoat đong chinh trong linh vuc che bien san xuat, kinh doanh xuat nhap khau cac san pham sua va cac san pham dinh duong khac. VNM chinh thuc hoat đong theo mo hinh cong ty co phan tu nam 2003. Cong ty giu vung vi the top 1 thi phan nganh sua Viet Nam , hien nay VNM đang quan ly hon 130.000 đan bo sua đang khai thac, 15 trang trai bo sua cong nghe cao, 16 nha may sua hien đai va 1 nha may thi bo mat 10.000 tan. San pham cua VNM đa co mat tai hon 200.000 điem ban trong he thong phan phoi va đuoc xuat khau truc tiep đen 63 quoc gia va vung lanh tho tren the gioi. VNM đuoc niem yet va giao dich tren So Chung khoan Thanh pho Ho Chi Minh (HOSE) tu nam 2006.",San xuat thuc pham,Thuc pham va đo uong,Thuc pham,2089955445,20899554450000
