fold,rmse,mae,mape,smape
1,0.011318500641158972,0.008626396403335453,99.92750221971146,199.40843201621848
2,0.01652321301912498,0.011139956034663221,99.86633325950291,197.70853326238506
3,0.012431718897882173,0.00891080684397422,100.95854496587032,180.69551299449463
