y_true,y_pred,pnl,equity
-0.007310236880684329,7.440576609951677e-06,-0.00831023688068433,0.9916897631193157
0.001442307942338239,7.440576609951677e-06,0.001442307942338239,0.9931200851409981
-0.016347158239319093,7.440576609951677e-06,-0.016347158239319093,0.9768853939585522
-0.02597227363959309,7.440576609951677e-06,-0.02597227363959309,0.951513459192139
-0.020251293274396787,7.440576609951677e-06,-0.020251293274396787,0.9322440810755033
0.0194992250514332,7.440576609951677e-06,0.0194992250514332,0.950422118215261
0.0,7.440576609951677e-06,0.0,0.950422118215261
0.0022545099729738283,7.440576609951677e-06,0.0022545099729738283,0.9525648543593123
0.0016251019264998945,7.440576609951677e-06,0.0016251019264998945,0.9541128693392477
0.007590405384455323,7.440576609951677e-06,0.007590405384455323,0.9613549728000584
-0.014609737288596492,7.440576609951677e-06,-0.014609737288596492,0.9473098292063638
0.0031397200046674456,7.440576609951677e-06,0.0031397200046674456,0.950284116827741
-0.011603106593137014,7.440576609951677e-06,-0.011603106593137014,0.9392578689264237
0.0015211056298349845,7.440576609951677e-06,0.0015211056298349845,0.9406865793587145
0.014710770095965664,7.440576609951677e-06,0.014710770095965664,0.9545248033600209
0.028787816481136375,7.440576609951677e-06,0.028787816481136375,0.9820034882258419
0.011814483413763455,7.440576609951677e-06,0.011814483413763455,0.993605352149744
0.0008385744726213673,7.440576609951677e-06,0.0008385744726213673,0.9944385642339167
0.005850413678174959,7.440576609951677e-06,0.005850413678174959,1.0002564412122155
-0.005850413678174959,7.440576609951677e-06,-0.005850413678174959,0.9944045272468649
0.013913061101526125,7.440576609951677e-06,0.013913061101526125,1.0082397381940846
-0.02960249710262275,7.440576609951677e-06,-0.02960249710262275,0.9783933242654451
-0.010516115498995227,7.440576609951677e-06,-0.010516115498995227,0.9681044270640238
0.0,7.440576609951677e-06,0.0,0.9681044270640238
-0.012119861440419655,7.440576609951677e-06,-0.012119861440419655,0.9563711355481509
0.02639971597842372,7.440576609951677e-06,0.02639971597842372,0.9816190618965847
-0.015017680444569415,7.440576609951677e-06,-0.015017680444569415,0.9668774205067238
