fold,rmse,mae,mape,smape
1,0.015553143640696048,0.011592910722496914,99.94387670711737,196.77460854740616
2,0.021534253478836425,0.015631204283085794,99.59184183670587,194.76536909230555
3,0.020682655280118062,0.015736246187193156,99.51018016652895,177.98123362864288
