fold,rmse,mae,mape,smape
1,0.015553139132697007,0.011593673512781597,99.94053434579571,196.58992012053986
2,0.02154417252027108,0.01563975453909878,99.72358005469745,196.39343498114613
3,0.020682662313088022,0.015736255224158707,99.51010359286886,177.97858260202696
