fold,pred_length,rmse,mae,mape,smape,cls_accuracy,cls_precision,n_models
1,193,0.01132248342470209,0.008628462109400888,99.15058643271244,193.85181047425255,0.5129533678756477,0.0,15
1,163,0.010690349174885498,0.008123938602534422,99.00507920231793,192.3069529629133,0.5153374233128835,0.0,15
2,193,0.016519262435219114,0.011136097282252276,99.7491533939145,195.78527726045655,0.45595854922279794,0.0,15
2,163,0.015395759169151398,0.010308330947857023,99.61285096366092,195.1715232966252,0.4539877300613497,0.0,15
3,193,0.012426286581867046,0.008901568583273883,100.85749877315644,182.36039665303457,0.5751295336787565,0.0,15
3,163,0.010360889798740558,0.007750087132485,100.62046632681879,181.2606625750905,0.5705521472392638,0.0,15
