fold,sample,predicted_return,actual_return,signal,confidence,directional_prob,correct_direction,profitable
1,0,0.0001266035054868553,-0.004761913760243264,HOLD,0.0,0.4993855655193329,False,True
1,1,0.0001266035054868553,-0.009592399691439546,HOLD,0.0,0.4993855655193329,False,True
1,2,0.0001266035054868553,0.009592399691439546,HOLD,0.0,0.4993855655193329,True,True
1,3,0.0001266035054868553,0.00831852687509027,HOLD,0.0,0.4993855655193329,True,True
1,4,0.0001266035054868553,0.001182732249049856,HOLD,0.0,0.4993855655193329,True,True
1,5,0.0001266035054868553,0.04506828540170593,HOLD,0.0,0.4993855655193329,True,True
1,6,0.0001266035054868553,-0.007941051372812868,HOLD,0.0,0.4993855655193329,False,True
1,7,0.0001266035054868553,0.014697833835692897,HOLD,0.0,0.4993855655193329,True,True
1,8,0.0001266035054868553,0.012270092591814219,HOLD,0.0,0.4993855655193329,True,True
1,9,0.0001266035054868553,0.004424785980355672,HOLD,0.0,0.4993855655193329,True,True
1,10,0.0001266035054868553,-0.021194323733400022,HOLD,0.0,0.4993855655193329,False,True
1,11,0.0001266035054868553,0.0022522532043254273,HOLD,0.0,0.4993855655193329,True,True
1,12,0.0001266035054868553,-0.01131233782872787,HOLD,0.0,0.4993855655193329,False,True
1,13,0.0001266035054868553,-0.006849341845574397,HOLD,0.0,0.4993855655193329,False,True
1,14,0.0001266035054868553,-0.002293578987099476,HOLD,0.0,0.4993855655193329,False,True
1,15,0.0001266035054868553,-0.02440562736814078,HOLD,0.0,0.4993855655193329,False,True
1,16,0.0001266035054868553,0.010532572499893256,HOLD,0.0,0.4993855655193329,True,True
1,17,0.0001266035054868553,0.0,HOLD,0.0,0.4993855655193329,False,True
1,18,0.0001266035054868553,-0.0023310033864754054,HOLD,0.0,0.4993855655193329,False,True
1,19,0.0001266035054868553,-0.002336449661019646,HOLD,0.0,0.4993855655193329,False,True
1,20,0.0001266035054868553,0.01739174271186883,HOLD,0.0,0.4993855655193329,True,True
1,21,0.0001266035054868553,0.0034423441909732233,HOLD,0.0,0.4993855655193329,True,True
1,22,0.0001266035054868553,0.0022883305180121383,HOLD,0.0,0.4993855655193329,True,True
1,23,0.0001266035054868553,-0.006880761092222354,HOLD,0.0,0.4993855655193329,False,True
1,24,0.0001266035054868553,-0.018583577773713333,HOLD,0.0,0.4993855655193329,False,True
1,25,0.0001266035054868553,0.001171646296890927,HOLD,0.0,0.4993855655193329,True,True
1,26,0.0001266035054868553,-0.004694844304207635,HOLD,0.0,0.4993855655193329,False,True
1,27,0.0001266035054868553,0.014018921179330679,HOLD,0.0,0.4993855655193329,True,True
1,28,0.0001266035054868553,-0.01519608435234554,HOLD,0.0,0.4993855655193329,False,True
1,29,0.0001266035054868553,0.002352942262026758,HOLD,0.0,0.4993855655193329,True,True
1,30,0.0001266035054868553,-0.017783515488672297,HOLD,0.0,0.4993855655193329,False,True
1,31,0.0001266035054868553,0.00238948739738154,HOLD,0.0,0.4993855655193329,True,True
1,32,0.0001266035054868553,-0.02049499102965502,HOLD,0.0,0.4993855655193329,False,True
1,33,0.0001266035054868553,-0.04739041346162498,HOLD,0.0,0.4993855655193329,False,True
1,34,0.0001266035054868553,0.01016527177685056,HOLD,0.0,0.4993855655193329,True,True
1,35,0.0001266035054868553,-0.0012650223065864274,HOLD,0.0,0.4993855655193329,False,True
1,36,0.0001266035054868553,0.0037902761737806934,HOLD,0.0,0.4993855655193329,True,True
1,37,0.0001266035054868553,0.005031457155367125,HOLD,0.0,0.4993855655193329,True,True
1,38,0.0001266035054868553,-0.005031457155367125,HOLD,0.0,0.4993855655193329,False,True
1,39,0.0001266035054868553,-0.002525253867194266,HOLD,0.0,0.4993855655193329,False,True
1,40,0.0001266035054868553,-0.02172609417792648,HOLD,0.0,0.4993855655193329,False,True
1,41,0.0001266035054868553,0.026770241064604683,HOLD,0.0,0.4993855655193329,True,True
1,42,0.0001266035054868553,0.033398280401848,HOLD,0.0,0.4993855655193329,True,True
1,43,0.0001266035054868553,-0.009780029053639616,HOLD,0.0,0.4993855655193329,False,True
1,44,0.0001266035054868553,0.0036787288574622323,HOLD,0.0,0.4993855655193329,True,True
1,45,0.0001266035054868553,-0.014796817441439014,HOLD,0.0,0.4993855655193329,False,True
1,46,0.0001266035054868553,-0.009987598628348415,HOLD,0.0,0.4993855655193329,False,True
1,47,0.0001266035054868553,-0.008821733329147818,HOLD,0.0,0.4993855655193329,False,True
1,48,0.0001266035054868553,-0.015306421282675675,HOLD,0.0,0.4993855655193329,False,True
1,49,0.0001266035054868553,0.04030772348809286,HOLD,0.0,0.4993855655193329,True,True
1,50,0.0001266035054868553,-0.021211026031636493,HOLD,0.0,0.4993855655193329,False,True
1,51,0.0001266035054868553,-0.01781217576409988,HOLD,0.0,0.4993855655193329,False,True
1,52,0.0001266035054868553,-0.019443256704227974,HOLD,0.0,0.4993855655193329,False,True
1,53,0.0001266035054868553,0.006523180339123691,HOLD,0.0,0.4993855655193329,True,True
1,54,0.0001266035054868553,0.0,HOLD,0.0,0.4993855655193329,False,True
1,55,0.0001266035054868553,-0.025017762975287905,HOLD,0.0,0.4993855655193329,False,True
1,56,0.0001266035054868553,-0.018843087801479808,HOLD,0.0,0.4993855655193329,False,True
1,57,0.0001266035054868553,0.0,HOLD,0.0,0.4993855655193329,False,True
1,58,0.0001266035054868553,0.009465925988882962,HOLD,0.0,0.4993855655193329,True,True
1,59,0.0001266035054868553,0.016021704531265613,HOLD,0.0,0.4993855655193329,True,True
1,60,0.0001266035054868553,-0.020067563050809145,HOLD,0.0,0.4993855655193329,False,True
1,61,0.0001266035054868553,0.006734032181344052,HOLD,0.0,0.4993855655193329,True,True
1,62,0.0001266035054868553,-0.01215409965068348,HOLD,0.0,0.4993855655193329,False,True
1,63,0.0001266035054868553,-0.019204979836050073,HOLD,0.0,0.4993855655193329,False,True
1,64,0.0001266035054868553,-0.016760168857465008,HOLD,0.0,0.4993855655193329,False,True
1,65,0.0001266035054868553,0.008415196925284585,HOLD,0.0,0.4993855655193329,True,True
1,66,0.0001266035054868553,0.043722811013831464,HOLD,0.0,0.4993855655193329,True,True
1,67,0.0001266035054868553,-0.006706933256718006,HOLD,0.0,0.4993855655193329,False,True
1,68,0.0001266035054868553,0.038288505307016774,HOLD,0.0,0.4993855655193329,True,True
