fold,rmse,mae,mape,smape
1,0.01555369874362874,0.011580484330216965,100.00549984934284,199.69294863416798
2,0.0215343576516577,0.015631294524563827,99.59323223384563,194.78227054368529
3,0.020682645956332676,0.015736234204256454,99.51028170252758,177.98474912138212
