y_true,y_pred,pnl,equity
-0.004761913760243264,-1.053251344274031e-05,-0.0,1.0
-0.009592399691439546,-1.053251344274031e-05,-0.0,1.0
0.009592399691439546,-1.053251344274031e-05,0.0,1.0
0.00831852687509027,-1.053251344274031e-05,0.0,1.0
0.001182732249049856,-1.053251344274031e-05,0.0,1.0
0.04506828540170593,-1.053251344274031e-05,0.0,1.0
-0.007941051372812868,-1.053251344274031e-05,-0.0,1.0
0.014697833835692897,-1.053251344274031e-05,0.0,1.0
0.012270092591814219,-1.053251344274031e-05,0.0,1.0
0.004424785980355672,-1.053251344274031e-05,0.0,1.0
-0.021194323733400022,-1.053251344274031e-05,-0.0,1.0
0.0022522532043254273,-1.053251344274031e-05,0.0,1.0
-0.01131233782872787,-1.053251344274031e-05,-0.0,1.0
-0.006849341845574397,-1.053251344274031e-05,-0.0,1.0
-0.002293578987099476,-1.053251344274031e-05,-0.0,1.0
-0.02440562736814078,-1.053251344274031e-05,-0.0,1.0
0.010532572499893256,-1.053251344274031e-05,0.0,1.0
0.0,-1.053251344274031e-05,0.0,1.0
-0.0023310033864754054,-1.053251344274031e-05,-0.0,1.0
-0.002336449661019646,-1.053251344274031e-05,-0.0,1.0
0.01739174271186883,-1.053251344274031e-05,0.0,1.0
0.0034423441909732233,-1.053251344274031e-05,0.0,1.0
0.0022883305180121383,-1.053251344274031e-05,0.0,1.0
-0.006880761092222354,-1.053251344274031e-05,-0.0,1.0
-0.018583577773713333,-1.053251344274031e-05,-0.0,1.0
0.001171646296890927,-1.053251344274031e-05,0.0,1.0
-0.004694844304207635,-1.053251344274031e-05,-0.0,1.0
0.014018921179330679,-1.053251344274031e-05,0.0,1.0
-0.01519608435234554,-1.053251344274031e-05,-0.0,1.0
0.002352942262026758,-1.053251344274031e-05,0.0,1.0
-0.017783515488672297,-1.053251344274031e-05,-0.0,1.0
0.00238948739738154,-1.053251344274031e-05,0.0,1.0
-0.02049499102965502,-1.053251344274031e-05,-0.0,1.0
-0.04739041346162498,-1.053251344274031e-05,-0.0,1.0
0.01016527177685056,-1.053251344274031e-05,0.0,1.0
-0.0012650223065864274,-1.053251344274031e-05,-0.0,1.0
