,rmse,rmse,mae,mae,mape,mape,smape,smape
,mean,std,mean,std,mean,std,mean,std
fold,,,,,,,,
1,0.0134,2e-06,0.010224,1e-06,99.999927,1.4e-05,196.408544,0.647536
2,0.015196,9e-06,0.010856,1.4e-05,98.153341,0.360061,179.684158,3.397098
3,0.014242,7e-06,0.010263,1.6e-05,101.966059,0.546245,174.894881,2.90395
