,rmse,rmse,mae,mae,mape,mape,smape,smape
,mean,std,mean,std,mean,std,mean,std
fold,,,,,,,,
1,0.015553,0.0,0.011592,9e-06,99.960265,0.055426,196.823508,1.87261
2,0.021553,1.6e-05,0.015648,1.5e-05,99.836643,0.20395,197.212732,1.589939
3,0.020665,0.0,0.015702,2e-06,99.801058,0.014047,189.526493,0.645051
