,rmse,rmse,mae,mae,mape,mape,smape,smape
,mean,std,mean,std,mean,std,mean,std
fold,,,,,,,,
1,0.015553,0.0,0.011597,3e-06,99.927375,0.014894,195.876246,0.805177
2,0.02154,6e-06,0.015636,5e-06,99.665434,0.077083,195.675723,0.963184
3,0.020678,1e-06,0.01573,2e-06,99.561335,0.013944,179.792817,0.504891
