,rmse,rmse,mae,mae,mape,mape,smape,smape
,mean,std,mean,std,mean,std,mean,std
fold,,,,,,,,
1,0.013382,6e-06,0.010218,2e-06,99.999815,4e-05,191.393478,1.735758
2,0.015209,9e-06,0.010876,1.3e-05,98.667512,0.328269,184.659992,3.305463
3,0.014235,5e-06,0.010244,1.4e-05,101.451802,0.333664,179.222342,3.738397
