symbol,id,issue_share,history,company_profile,icb_name3,icb_name2,icb_name4,financial_ratio_issue_share,charter_capital
FPT,69998,1703507121," - Ngay 13/09/1988: Tien than cua Cong ty FPT la Cong ty Cong nghe Thuc pham đuoc thanh lap;  - Thang 03/2002: Cong ty đuoc co phan hoa, đoi ten thanh Cong ty Co phan Phat trien Đau tu Cong nghe FPT voi von đieu le ban đau la 20 ty đong;  - Ngay 13/12/2006: Co phieu cua cong ty đuoc chinh thuc niem yet tren HOSE;  - Nam 2014: Tien hanh thuong vu M&A đau tien trong linh vuc cong nghe thong tin cua Viet Nam tai thi truong nuoc ngoai;  - Ngay 14/04/2017: Tang von đieu le len 4.617.230.540.000 đong;  - Ngay 22/06/2017: Tang von đieu le len 5.309.611.050.000 đong;  - Ngay 23/04/2018: Tang von đieu le len 5.336.156.610.000 đong;  - Ngay 19/06/2018: Tang von đieu le len 6.136.367.720.000 đong;  - Ngay 16/04/2019: Tang von đieu le len 6.167.039.720.000 đong;  - Ngay 11/06/2019: Tang von đieu le len 6.783.586.880.000 đong;  - Ngay 13/04/2020: Tang von đieu le len 6.817.504.780.000 đong;  - Ngay 04/06/2020: Tang von đieu le len 7.839.874.860.000 đong;  - Ngay 06/05/2021: Tang von đieu le len 7.891.972.540.000 đong;  - Ngay 06/07/2021: Tang von đieu le len 9.075.516.490.000 đong;  - Ngay 11/05/2022: Tang von đieu le len 9.141.959.140.000 đong;  - Ngay 11/07/2022: Tang von đieu le len 10.970.265.720.000 đong;  - Ngay 17/05/2023: Tang von đieu le len 11.043.316.220.000 đong;  - Ngay 07/08/2023: Tang von đieu le len 12.699.688.750.000 đong;  - Ngay 03/07/2024: Tang von đieu le len 14.604.480.660.000 đong;  - Ngay 25/10/2024: Tang von đieu le len 14.710.691.830.000 đong;  - Ngay 28/05/2025: Tang von đieu le len 14.813.301.220.000 đong;  - Ngay 21/08/2025: Tang von đieu le len 17.035.071.210.000 đong;","Cong ty Co phan FPT (FPT) co tien than la Cong ty Cong nghe Thuc pham đuoc thanh lap nam 1988. Cong ty hoat đong chinh trong linh vuc phan mem, cong nghe thong tin, tich hop he thong, vien thong, va giao duc đao tao. FPT chinh thuc hoat đong theo mo hinh cong ty co phan tu nam 2002. FPT so huu hon 250 giai phap phan mem đuoc cap ban quyen trong cac linh vuc chuyen biet, mang luoi ha tang internet phu rong khap 63 tinh thanh cua ca nuoc. FPT tham gia vao linh vuc giao duc đao tao thong qua Truong Đai hoc FPT, Truong Đai hoc Truc tuyen FUNiX  - truong đai hoc truc tuyen đau tien cua Viet Nam. Ben canh đo, Cong ty đau tu vao cac cong ty lien ket trong linh vuc phan phoi ban le cac san pham cong nghe, chung khoan va quan ly quy đau tu. Tren linh vuc vien thong, FPT nam trong TOP 3 nha cung cap dich vu internet hang đau Viet Nam. FPT đuoc niem yet tren So Giao dich Chung khoan Thanh pho Ho Chi Minh (HOSE) tu thang 12/2006.",Phan mem & Dich vu May tinh,Cong nghe Thong tin,Phan mem,1703507121,17035071210000
