,rmse,rmse,mae,mae,mape,mape,smape,smape
,mean,std,mean,std,mean,std,mean,std
fold,,,,,,,,
1,0.010691,1e-06,0.008124,1e-06,98.968256,0.266104,192.036604,1.889467
2,0.015395,2e-06,0.010307,4e-06,99.544794,0.161339,194.396486,1.922466
3,0.010378,1.3e-05,0.007778,2.1e-05,100.864898,0.183288,175.797642,4.092116
