,rmse,rmse,mae,mae,mape,mape,smape,smape
,mean,std,mean,std,mean,std,mean,std
fold,,,,,,,,
1,0.015553,0.0,0.0116,5e-06,99.914031,0.020559,195.163531,1.09977
2,0.021539,5e-06,0.015635,4e-06,99.657705,0.06708,195.578234,0.835806
3,0.020678,1e-06,0.01573,2e-06,99.561352,0.013904,179.7934,0.50344
