fold,rmse,mae,mape,smape
1,0.013196645812533188,0.010204526442423948,100.05689585852437,197.2921702638834
2,0.01568939910680195,0.010992061455214535,98.51674385902896,180.9277222644209
3,0.015531768200878109,0.011191070791454165,100.85098846751485,173.70863423702775
