symbol,id,issue_share,history,company_profile,icb_name3,icb_name2,icb_name4,financial_ratio_issue_share,charter_capital
HPG,70880,7675465855," - Nam 2000: Cong ty TNHH Sat thep Hoa Phat đuoc thanh lap voi so von la 20 ty đong;  - Ngay 26/10/2001: Chuyen đoi thanh Cong ty Co Phan Thep Hoa Phat voi so von la 90 ty đong;  - Ngay 21/06/2002: Nha may Can thep đuoc xay dung va đi vao hoat đong voi cong suat 300.000 tan/nam;  - Đau nam 2007: Cong ty Co Phan Thep Hoa Phat thuc hien mua lai 06 doanh nghiep đoc lap mang thuong hieu Hoa Phat khac la Cong ty TNHH Thiet bi phu tung Hoa Phat, Cong ty Co phan Noi that Hoa Phat, Cong ty TNHH Ong thep Hoa Phat, Cong ty TNHH Đien lanh Hoa Phat, Cong ty Co Phan Xay dung va Phat trien đo thi Hoa Phat, Cong ty TNHH Thuong mai Hoa Phat;  - Ngay 09/01/2007: Đoi ten thanh Cong ty Co Phan Tap đoan Hoa Phat;  - Ngay 15/11/2007: Niem yet tren So Giao dich Chung khoan Thanh pho Ho Chi Minh (HOSE);  - Ngay 25/02/2015: Tang von đieu le len 4.886 ty đong;  - Ngay 26/04/2017: Tang von đieu le len 12.642.554.170.000 đong;  - Ngay 10/07/2018: Tang von đieu le len 21.239.071.660.000 đong;  - Ngay 04/07/2019: Tang von đieu le len 27.610.741.150.000 đong;  - Ngay 01/09/2020: Tang von đieu le len 33.132.826.590.000 đong;  - Ngay 30/06/2021: Tang von đieu le len 44.729.227.060.000 đong;  - Ngay 27/07/2022: Tang von đieu le len 58.147.857.000.000 đong;  - Ngay 28/06/2024: Tang von đieu le len 63.962.502.000.000 đong;  - Ngay 11/08/2025: Tang von đieu le len 76.754.658.550.000 đong;","Cong ty Co phan Tap đoan Hoa Phat (HPG) la mot trong nhung Tap đoan san xuat cong nghiep đa nganh tai Viet Nam. Khoi đau tu mot Cong ty chuyen buon ban cac loai may xay dung tu thang 8/1992, hien tai Tap đoan Hoa Phat hoat đong chu yeu trong cac linh vuc gang thep, san pham thep, đien may gia dung, nong nghiep va bat đong san. Trong đo, linh vuc Thep đong vai tro chu đao va la mang kinh doanh cot loi cua tap đoan voi viec đong gop hon 90% doanh thu va loi nhuan. HPG hien la nha san xuat thep lon nhat Viet Nam cung nhu khu vuc Đong Nam A voi cong suat thep tho 8.5 trieu tan/ nam. Nam 2024, cong ty tiep tuc cung co vi the thi phan so 1 ca nuoc ve thep dai voi 38%, va la doanh nghiep Viet Nam duy nhat san xuat đuoc Thep cuon can nong HRC. HPG đuoc niem yet va giao dich So Giao dich Chung khoan Thanh pho Ho Chi Minh (HOSE) tu nam 2007.",Kim loai,Tai nguyen Co ban,Thep va san pham thep,7675465855,76754658550000
