fold,pred_length,rmse,mae,mape,smape,cls_accuracy,cls_precision,n_models
1,193,0.013195418584769301,0.010204046350032468,100.06452286265821,196.93912656649331,0.47668393782383417,0.0,15
1,163,0.013393664178614956,0.010222187256846508,99.99988796499235,194.61209051282307,0.4785276073619632,0.0,15
2,193,0.01569136717671682,0.010994330364221549,98.57439533707952,181.55962173040962,0.45077720207253885,0.0,15
2,163,0.015200030635450678,0.010862532607731233,98.32481934700704,181.21886912798175,0.44171779141104295,0.0,15
3,193,0.015534650877599188,0.011185772273604677,100.74393542003592,176.26462959784567,0.5233160621761658,0.0,15
3,163,0.014238607285685552,0.010255626535571672,101.72182454759471,176.11766749574969,0.5460122699386503,0.0,15
