fold,rmse,mae,mape,smape
1,0.01555314042077398,0.011593404697965931,99.9417122268734,196.65491661293134
2,0.021537271095299338,0.015633814498573553,99.63205877715882,195.25662257442454
3,0.02068267872806905,0.015736276310411662,99.5099249209953,177.9723975156719
