,rmse,rmse,mae,mae,mape,mape,smape,smape
,mean,std,mean,std,mean,std,mean,std
fold,,,,,,,,
1,0.013195,2e-06,0.010204,1e-06,100.068829,0.014929,196.744228,0.688728
2,0.015685,2e-06,0.010987,2e-06,98.390479,0.058827,179.570233,0.627215
3,0.015533,0.0,0.011189,1e-06,100.810921,0.014729,174.649297,0.349636
