,rmse,rmse,mae,mae,mape,mape,smape,smape
,mean,std,mean,std,mean,std,mean,std
fold,,,,,,,,
1,0.011324,1e-06,0.008629,0.0,98.885598,0.141538,192.189919,0.874664
2,0.016517,2e-06,0.011134,2e-06,99.68888,0.046291,194.828798,0.731108
3,0.012445,1e-06,0.008932,2e-06,101.188536,0.023889,177.131754,0.355869
