,rmse,rmse,mae,mae,mape,mape,smape,smape
,mean,std,mean,std,mean,std,mean,std
fold,,,,,,,,
1,0.013399,2e-06,0.010224,1e-06,99.999922,1.3e-05,196.212863,0.618586
2,0.015196,9e-06,0.010856,1.4e-05,98.153605,0.360508,179.686823,3.401796
3,0.014242,7e-06,0.010263,1.6e-05,101.967176,0.545345,174.882678,2.891284
