,rmse,rmse,mae,mae,mape,mape,smape,smape
,mean,std,mean,std,mean,std,mean,std
fold,,,,,,,,
1,0.013197,2e-06,0.010205,1e-06,100.055554,0.009788,197.356021,0.457201
2,0.015705,2e-06,0.011009,2e-06,98.942424,0.044283,185.768821,0.525992
3,0.015539,1e-06,0.011179,1e-06,100.610419,0.017397,179.67556,0.462741
