,rmse,rmse,mae,mae,mape,mape,smape,smape
,mean,std,mean,std,mean,std,mean,std
fold,,,,,,,,
1,0.011321,4e-06,0.008629,1e-06,99.448049,0.707487,195.122933,3.629111
2,0.016523,8e-06,0.01114,9e-06,99.847764,0.221844,196.575848,2.506813
3,0.012398,5e-06,0.008842,1.2e-05,100.195196,0.153893,194.597295,1.98348
