fold,rmse,mae,mape,smape
1,0.013198199390453162,0.01020512981119941,100.04731041991646,197.7391044643619
2,0.015689273215709152,0.010991914989056783,98.51302225077909,180.88716838965357
3,0.015531775426793891,0.011191055281676082,100.85067510271044,173.71590640255457
