fold,rmse,mae,mape,smape
1,0.011318889563113202,0.008626611686091726,99.8465339857424,198.76709699338605
2,0.01652522360473228,0.011141877910188377,99.92469541693923,198.6955800882316
3,0.012432033934537508,0.008911327332052604,100.96423795726552,180.60360994977125
