,rmse,rmse,mae,mae,mape,mape,smape,smape
,mean,std,mean,std,mean,std,mean,std
fold,,,,,,,,
1,0.01069,1e-06,0.008123,1e-06,99.200397,0.343319,193.711291,2.464841
2,0.015398,4e-06,0.010313,8e-06,99.798702,0.258044,196.633733,1.827091
3,0.01034,4e-06,0.007696,1.3e-05,100.13401,0.14409,194.072739,2.80806
