y_true,y_pred,pnl,equity
-0.007310236880684329,-6.9766979322594125e-06,-0.0,1.0
0.001442307942338239,-6.9766979322594125e-06,0.0,1.0
-0.016347158239319093,-6.9766979322594125e-06,-0.0,1.0
-0.02597227363959309,-6.9766979322594125e-06,-0.0,1.0
-0.020251293274396787,-6.9766979322594125e-06,-0.0,1.0
0.0194992250514332,-6.9766979322594125e-06,0.0,1.0
0.0,-6.9766979322594125e-06,0.0,1.0
0.0022545099729738283,-6.9766979322594125e-06,0.0,1.0
0.0016251019264998945,-6.9766979322594125e-06,0.0,1.0
0.007590405384455323,-6.9766979322594125e-06,0.0,1.0
-0.014609737288596492,-6.9766979322594125e-06,-0.0,1.0
0.0031397200046674456,-6.9766979322594125e-06,0.0,1.0
-0.011603106593137014,-6.9766979322594125e-06,-0.0,1.0
0.0015211056298349845,-6.9766979322594125e-06,0.0,1.0
0.014710770095965664,-6.9766979322594125e-06,0.0,1.0
0.028787816481136375,-6.9766979322594125e-06,0.0,1.0
0.011814483413763455,-6.9766979322594125e-06,0.0,1.0
0.0008385744726213673,-6.9766979322594125e-06,0.0,1.0
0.005850413678174959,-6.9766979322594125e-06,0.0,1.0
-0.005850413678174959,-6.9766979322594125e-06,-0.0,1.0
0.013913061101526125,-6.9766979322594125e-06,0.0,1.0
-0.02960249710262275,-6.9766979322594125e-06,-0.0,1.0
-0.010516115498995227,-6.9766979322594125e-06,-0.0,1.0
0.0,-6.9766979322594125e-06,0.0,1.0
-0.012119861440419655,-6.9766979322594125e-06,-0.0,1.0
0.02639971597842372,-6.9766979322594125e-06,0.0,1.0
-0.015017680444569415,-6.9766979322594125e-06,-0.0,1.0
0.006743113884890128,-6.9766979322594125e-06,0.0,1.0
-0.010563911039356277,-6.9766979322594125e-06,-0.0,1.0
-0.015305468939061484,-6.9766979322594125e-06,-0.0,1.0
-0.011603106593137014,-6.9766979322594125e-06,-0.0,1.0
0.00468266374856352,-6.9766979322594125e-06,0.0,1.0
0.003151594162345006,-6.9766979322594125e-06,0.0,1.0
-0.00796112121586745,-6.9766979322594125e-06,-0.0,1.0
0.0008877053401405988,-6.9766979322594125e-06,0.0,1.0
0.002279058975837245,-6.9766979322594125e-06,0.0,1.0
-0.011063888531570143,-6.9766979322594125e-06,-0.0,1.0
-0.002432623951043489,-6.9766979322594125e-06,-0.0,1.0
-0.016023084760414363,-6.9766979322594125e-06,-0.0,1.0
0.00402990470635789,-6.9766979322594125e-06,0.0,1.0
0.0,-6.9766979322594125e-06,0.0,1.0
-0.005724709883560664,-6.9766979322594125e-06,-0.0,1.0
0.0032566953814843203,-6.9766979322594125e-06,0.0,1.0
-0.0007806401645451544,-6.9766979322594125e-06,-0.0,1.0
0.01767445867172146,-6.9766979322594125e-06,0.0,1.0
-0.019237569580060843,-6.9766979322594125e-06,-0.0,1.0
0.0023437510728845368,-6.9766979322594125e-06,0.0,1.0
0.0009099773133618427,-6.9766979322594125e-06,0.0,1.0
-0.0032537283862463795,-6.9766979322594125e-06,-0.0,1.0
-0.0009129443085997835,-6.9766979322594125e-06,-0.0,1.0
0.016178441269252275,-6.9766979322594125e-06,0.0,1.0
0.0007700205719283204,-6.9766979322594125e-06,0.0,1.0
0.007158409706378599,-6.9766979322594125e-06,0.0,1.0
0.0016544706287469069,-6.9766979322594125e-06,0.0,1.0
0.0,-6.9766979322594125e-06,0.0,1.0
-0.016022902556542817,-6.9766979322594125e-06,-0.0,1.0
0.006440001649488991,-6.9766979322594125e-06,0.0,1.0
0.0,-6.9766979322594125e-06,0.0,1.0
0.0015394486683648623,-6.9766979322594125e-06,0.0,1.0
-0.009531241654729072,-6.9766979322594125e-06,-0.0,1.0
-0.006491843105685291,-6.9766979322594125e-06,-0.0,1.0
0.006491843105685291,-6.9766979322594125e-06,0.0,1.0
0.011196307681431428,-6.9766979322594125e-06,0.0,1.0
-0.006419331326114275,-6.9766979322594125e-06,-0.0,1.0
0.01825077778202555,-6.9766979322594125e-06,0.0,1.0
-0.011063888531570143,-6.9766979322594125e-06,-0.0,1.0
-0.0007675579243411335,-6.9766979322594125e-06,-0.0,1.0
0.0015345271553419693,-6.9766979322594125e-06,0.0,1.0
-0.0039690212784808665,-6.9766979322594125e-06,-0.0,1.0
-0.004757933491964295,-6.9766979322594125e-06,-0.0,1.0
-0.008023855654370138,-6.9766979322594125e-06,-0.0,1.0
0.0,-6.9766979322594125e-06,0.0,1.0
-0.002471867517643389,-6.9766979322594125e-06,-0.0,1.0
0.00804363444256051,-6.9766979322594125e-06,0.0,1.0
-0.001551791336875219,-6.9766979322594125e-06,-0.0,1.0
-0.016309318384390536,-6.9766979322594125e-06,-0.0,1.0
-0.01484257303792802,-6.9766979322594125e-06,-0.0,1.0
0.006653384490736158,-6.9766979322594125e-06,0.0,1.0
-0.0007960727500151421,-6.9766979322594125e-06,-0.0,1.0
