fold,rmse,mae,mape,smape
1,0.013196803261070608,0.010204587813128364,100.05592089073781,197.33746389258107
2,0.015689294985438758,0.01099194032838971,98.51366610647865,180.89418235739154
3,0.015531767466545113,0.011191072368489704,100.85102033047448,173.70789486889535
